YEA	MON	DAY	PRO	NUM	COU	H	MN	SEC	TZ	LAT	LON	COD	CITY		

1867	7	4	S	2850	F	16	41	4	0	49N46	4E44	08	LA HARDOYE
1867	7	11	S	670	F	0	50	40	0	48N50	2E20	75	PARIS
1867	7	15	S	145	F	9	51	16	0	48N50	2E11	92	NEUILLY
1867	7	25	S	2942	I	19	40	4	-1	45N 0	8E 0	TO	TORINO
1867	7	28	S	2929	F	6	47	40	0	50N39	3E 5	59	LILLE
1867	8	12	S	1454	I	4	10	4	-1	43N 0	13E 0	PG	GUBBIO
1867	8	14	S	570	F	13	42	32	0	48N57	4E22	51	MARCILLY-S/SEIN
1867	8	15	S	2969	I	19	10	4	-1	44N36	11E15	MO	MODENA
1867	8	21	S	3060	I	17	10	4	-1	44N24	7E15	CN	DRONERO
1867	9	1	S	2155	G	14	30	0	-1	51N30	7E30	NRH-W	KOLN
1867	9	13	S	1333	I	12	10	4	-1	38N 0	15E30	ME	NIZZA DI SICILI
1867	10	1	S	793	F	21	27	4	0	45N11	0E44	24	MAREUIL-S/BELLE
1867	10	3	S	1576	I	18	10	4	-1	40N24	18E45	LE	SURBO
1867	10	3	S	2955	I	23	10	4	-1	44N30	11E 0	BO	BOLOGNA
1867	10	4	S	1558	I	22	10	4	-1	41N12	17E 0	BA	PUTIGNANO
1867	10	6	S	1933	G	20	20	0	-1	52N 0	10E 0	NIED-SA	HAJEN BZ HANNOV
1867	10	6	S	2218	G	3	53	8	-1	48N45	9E13	WURTT	PFULLINGEN
1867	10	8	S	1080	F	6	44	28	0	43N37	3E53	34	MONTPELLIER
1867	10	12	S	2265	S	20	30	8	-1	47N33	7E35	SCHW	BASEL
1867	10	28	S	1725	G	17	32	0	-1	50N 0	7E 0	RHLDPF	BAD KREUZNACH
1867	11	3	S	1237	F	7	39	28	0	48N 7	5E 8	52	VILLARS-ST-MARC
1867	12	6	S	1701	G	22	10	0	-1	52N 0	12E30	ALL EST	GUHLITZ BEI TAC
1867	12	18	S	1350	I	12	10	4	-1	45N 0	9E 0	AL	SAREZZANO
1867	12	23	S	1359	I	11	10	4	-1	40N24	18E45	LE	DISO
1868	1	11	S	1779	G	14	30	0	-1	51N30	7E30	NRH-W	ESSEN WERDEN
1868	1	13	S	2267	G	7	20	0	-1	52N 0	10E 0	NIED-SA	GEESTEMUNDE HAN
1868	1	27	S	1596	I	5	10	4	-1	45N 0	8E 0	TO	TORINO
1868	1	28	S	2190	G	23	53	0	-1	50N30	9E15	HESS	FRANKFURT A M
1868	2	23	S	70	F	1	6	16	0	48N50	2E11	92	BOULOGNE-S-SEINE
1868	3	22	S	3609	N	19	39	28	0	52N 6	5E 8	U	AMERSFOORT
1868	3	28	S	326	F	10	36	0	0	44N33	6E 0	05	EMBRUN
1868	4	3	S	2401	B	7	39	0	0	50N 2	5E15	LUX	HONVELEZ BOVIGN
1868	4	11	S	535	F	10	40	40	0	45N46	4E50	69	LYON 1ER
1868	4	11	S	3545	B	8	43	0	0	50N51	4E15	BRA	IXELLES
1868	4	24	S	1572	I	3	10	4	-1	45N12	11E 0	MN	BOZZOLO
1868	5	18	S	328	F	14	35	52	0	47N15	6E 2	25	ROUGEMONT
1868	5	24	S	183	F	18	53	16	0	46N49	1E41	36	CHATEAUROUX
1868	5	30	S	2179	S	12	30	8	-1	47N33	7E35	SCHW	BASEL
1868	6	1	S	23	F	7	1	28	0	49N11	0W22	14	BERNIERES-S-MER
1868	7	5	S	872	F	6	38	32	0	43N18	5E22	13	MARSEILLE
1868	7	26	S	443	F	18	39	20	0	48N46	5E10	55	ST-MIHIEL
1868	8	7	S	1521	I	19	10	4	-1	37N12	13E30	AG	BIVONA
1868	8	8	S	353	F	15	10	40	0	43N57	4E50	84	ORANGE
1868	8	15	S	1680	G	4	30	0	-1	51N30	7E30	NRH-W	AACHEN BURTSCHE
1868	8	20	S	3578	N	19	12	8	0	52N 5	4E28	ZH	ROTTERDAM
1868	9	5	S	2616	F	9	47	40	0	50N39	3E 5	59	BERGUES
1868	10	6	S	201	F	21	47	40	0	50N39	3E 5	59	GENECH
1868	10	17	S	1408	I	7	10	4	-1	41N12	17E 0	BA	GIOVINAZZO
1868	10	27	S	1165	F	22	47	40	0	50N39	3E 5	59	ROUBAIX
1868	10	30	S	1585	I	11	10	4	-1	38N 0	15E30	ME	ROCCAVALDINA
1868	11	2	S	1926	G	2	50	0	-1	52N 0	10E 0	NIED-SA	LERBACH UBER OS
1868	11	17	S	1683	G	12	24	0	-1	48N30	9E 0	BADWU	LIGGERSDORF
1868	11	19	S	2685	F	7	36	20	0	45N34	5E55	73	ST MICHEL DE MA
1868	12	12	S	502	F	23	4	20	0	49N 7	1W 5	50	OMONVILLE-LA-PE
1868	12	19	S	2768	F	8	7	24	0	47N54	1E54	45	BOISCOMMUN
1868	12	26	S	1401	I	16	10	4	-1	38N 6	15E30	RC	SIDERNO MARINA
1869	1	1	S	2302	B	18	38	0	0	50N39	5E30	LIE	LIEGE
1869	1	3	S	2544	N	21	33	44	0	53N13	6E34	GR	FINSTERWOLDE
1869	1	8	S	996	F	3	29	0	0	48N35	7E45	67	STRASBOURG
1869	1	16	S	129	F	1	55	0	0	45N50	1E15	87	LIMOGES
1869	1	17	S	1551	I	4	10	4	-1	42N30	13E 0	TR	OTRICOLI
1869	1	17	S	2065	G	22	30	0	-1	51N30	7E30	NRH-W	MORS
1869	1	28	S	1641	G	17	53	8	-1	48N45	9E13	WURTT	GAILDORF
1869	1	30	S	851	F	7	48	56	0	50N18	2E46	62	VAULX
1869	2	3	S	1891	G	12	23	0	-1	50N30	9E15	HESS	WEHLHEIDEN KASS
1869	2	27	S	2975	I	0	10	4	-1	44N42	12E30	FE	CENTO
1869	3	4	S	180	F	12	46	40	0	46N34	3E20	03	SAULZET
1869	3	7	S	3587	N	5	11	28	0	52N22	4E38	NH	A DAM
1869	3	10	S	574	F	2	50	40	0	48N50	2E20	75	PARIS
1869	3	11	S	3181	G	12	23	0	-1	50N30	9E15	HESS	WIESBADEN BIEBR
1869	3	17	S	3288	G	14	53	8	-1	48N45	9E13	WURTT	LUDWIGSBURG
1869	3	30	S	413	F	18	47	40	0	50N39	3E 5	59	LILLE
1869	3	31	S	161	F	18	50	40	0	48N50	2E20	75	PARIS
1869	4	9	S	2615	F	15	37	8	0	45N11	5E43	38	DOLOMIEU
1869	4	29	S	3495	B	6	12	0	0	51N14	4E30	ANT	ANVERS
1869	4	30	S	2473	B	7	43	0	0	50N51	4E15	BRA	BRUXELLES
1869	5	6	S	112	F	0	50	40	0	48N50	2E20	75	PARIS
1869	5	14	S	1351	I	21	10	4	-1	45N36	9E45	BG	CARAVAGGIO
1869	6	1	S	475	F	11	39	52	0	47N19	5E 2	21	FIXIN
1869	6	1	S	2182	G	14	57	4	-1	48N46	8E14	BADEN	DURMERSHEIM
1869	6	21	S	1404	I	2	10	4	-1	37N30	15E 0	CT	PATERNO
1869	6	29	S	1534	I	16	40	4	-1	44N48	10E45	PR	PARMA
1869	7	6	S	1247	F	9	54	40	0	47N35	1E20	41	MARCHENOIR
1869	7	6	S	1421	I	14	10	4	-1	41N12	17E 0	BA	CONVERSANO
1869	7	6	S	3267	S	7	29	40	-1	47N33	7E35	SCHW	BASEL
1869	7	18	S	1974	G	3	53	8	-1	48N45	9E13	WURTT	SCHLOSS BURGBER
1869	8	5	S	3334	G	9	24	40	-1	53N 5	8E50	BREM	BREMEN
1869	8	6	S	1895	G	4	24	40	-1	53N 5	8E50	BREM	BREMEN
1869	8	24	S	1042	F	11	35	16	0	49N 7	6E11	57	LUTZELBOURG
1869	9	9	S	700	F	1	55	40	0	49N26	1E 5	76	ROUEN
1869	9	11	S	1074	F	14	6	40	0	46N34	3E20	03	NERIS
1869	9	14	S	2408	B	21	43	0	0	50N51	4E15	BRA	LOUVAIN
1869	9	20	S	3441	B	5	43	0	0	50N51	4E15	BRA	BRUXELLES
1869	9	21	S	1979	G	11	30	0	-1	51N30	7E30	NRH-W	MAYEN
1869	9	27	S	106	F	4	1	28	0	49N11	0W22	14	BRETTEVILLE-S L
1869	10	2	S	1442	I	18	10	4	-1	43N42	11E30	FI	FIRENZE
1869	10	9	S	2634	F	8	56	8	0	46N12	5E13	01	BOURG-EN-BRESSE
1869	10	17	S	111	F	16	50	40	0	48N50	2E20	75	PARIS 7E
1869	11	12	S	2135	G	6	2	0	-1	50N 0	7E 0	RHLDPF	SPEYER A RH
1869	11	25	S	1814	G	20	20	0	-1	52N 0	10E 0	NIED-SA	SCHLADEN HARZ
1869	12	1	S	2510	N	20	42	8	0	52N 5	4E28	ZH	ROTTERDAM
1869	12	21	S	2445	B	14	47	0	0	51N13	3E15	WVL	DENTERGEM
1869	12	22	S	2556	F	8	42	28	0	45N26	4E23	42	ROANNE
1869	12	28	S	960	F	7	47	40	0	50N39	3E 5	59	EONES
1870	1	1	S	1450	I	8	10	4	-1	43N18	11E45	SI	SIENA
1870	1	2	S	2940	I	2	10	4	-1	44N 0	13E 0	PS	URBINO
1870	1	4	S	93	F	16	6	20	0	47N13	1W35	44	LIGNE
1870	1	4	S	3473	B	18	43	0	0	50N51	4E15	BRA	MOLENBECK
1870	1	27	S	3564	B	3	45	0	0	51N 5	3E45	OVL	GAND
1870	2	14	S	240	F	1	39	8	0	46N12	5E13	01	LOMPNES
1870	2	17	S	58	F	18	37	48	0	46N40	5E33	39	MOREZ
1870	2	17	S	2306	B	12	43	0	0	50N51	4E15	BRA	BRUXELLES
1870	2	21	S	573	F	12	58	40	0	46N35	0E20	86	POITIERS
1870	2	27	S	1676	G	1	20	0	-1	52N 0	10E 0	NIED-SA	BRAUNSCHWEIG
1870	3	14	S	2206	S	21	40	8	-1	47N33	7E35	SCHW	BASEL
1870	3	18	S	37	F	0	54	16	0	43N37	1E26	31	ISLE-EN-DODON
1870	3	21	S	1614	I	6	10	4	-1	45N 0	8E 0	TO	CARIGNANO
1870	3	26	S	2031	G	19	30	0	-1	51N30	7E30	NRH-W	BOCHUM DAHLHAUS
1870	4	2	S	281	F	18	47	40	0	45N47	3E 5	63	CLERMONT FERRAND
1870	4	2	S	1858	G	15	32	0	-1	50N 0	7E 0	RHLDPF	OPPENHEIM A RH
1870	4	10	S	479	F	18	47	40	0	50N39	3E 5	59	BASUEL
1870	4	17	S	1734	G	4	23	0	-1	50N30	9E15	HESS	FRANKFURT A M
1870	4	22	S	1887	G	21	53	0	-1	50N30	9E15	HESS	FRANKFURT A M
1870	4	29	S	400	F	16	35	24	0	47N37	6E 9	70	ROCHE
1870	5	12	S	972	F	10	30	36	0	48N 5	7E21	68	GUEBERSCHWILER
1870	6	11	S	94	F	4	41	4	0	49N46	4E44	08	VENDRESSE
1870	6	12	S	2352	B	21	43	0	0	50N51	4E15	BRA	BRUXELLES
1870	6	13	S	2298	B	18	12	0	0	50N23	4E30	HAI	SOIGNIES
1870	6	19	S	1825	G	20	30	0	-1	51N30	7E30	NRH-W	DUREN
1870	6	29	S	3080	I	19	10	4	-1	44N30	11E 0	BO	BENTIVOGLIO
1870	7	4	S	324	F	3	15	32	0	49N34	3E37	02	CHATEAU-THIERRY
1870	7	10	S	2794	F	13	51	28	0	48N50	2E 8	78	POISSY
1870	7	14	S	3364	G	9	23	0	-1	50N30	9E15	HESS	FRANKFURT A M
1870	7	16	S	2690	F	16	51	28	0	43N55	2E 8	81	CASTRES
1870	7	25	S	3425	B	15	38	0	0	50N39	5E30	LIE	VERVIERS
1870	7	30	S	1560	I	12	40	4	-1	45N12	11E 0	CR	CREMONA
1870	8	6	S	365	F	13	19	20	0	48N33	2E40	77	MELUN
1870	8	11	S	1166	F	10	30	36	0	48N 5	7E21	68	MULHOUSE
1870	8	12	S	2037	G	9	53	0	-1	50N30	9E15	HESS	HANAU BZ KASSEL
1870	8	23	S	2247	G	1	14	0	-1	49N 0	11E30	BAYN	INGOLSTADT
1870	8	28	S	2512	N	14	12	8	0	52N 5	4E28	ZH	BRIELLE
1870	8	31	S	1509	I	3	40	4	-1	43N42	13E45	AN	CHIARAVALLE
1870	9	9	S	1346	I	22	10	4	-1	40N18	10E 0	NU	NUORO
1870	9	25	S	1144	F	3	4	40	0	46N 9	1W10	17	ST-GENIS-DE-SAI
1870	9	30	S	2844	F	19	17	40	0	50N39	3E 5	59	LILLE
1870	10	3	S	1784	G	22	23	8	-1	48N45	9E13	WURTT	NEUENBURG
1870	11	4	S	165	F	21	54	16	0	43N37	1E26	31	TOULOUSE
1870	11	8	S	1556	I	6	10	4	-1	39N 0	17E30	CZ	DAVOLI
1870	11	10	S	725	F	21	47	40	0	50N39	3E 5	59	LILLE
1870	11	15	S	3132	I	21	25	4	-1	44N24	9E 0	GE	MELE
1870	11	17	S	1743	G	6	15	0	-1	51N30	7E30	NRH-W	AACHEN
1870	11	19	S	860	F	1	47	40	0	50N39	3E 5	59	COUTICHES
1870	12	4	S	375	F	15	55	40	0	49N26	1E 5	76	LE HAVRE
1870	12	4	S	1856	G	15	30	0	-1	51N30	7E30	NRH-W	WUP BARMEN
1870	12	5	S	2360	B	18	42	0	0	50N23	4E30	HAI	ANDERLUES
1870	12	15	S	1755	G	14	30	0	-1	51N30	7E30	NRH-W	BAD GODESBERG
1870	12	18	S	1908	G	10	24	40	-1	53N 5	8E50	BREM	BREMEN
1870	12	25	S	773	F	9	31	24	0	48N 0	4W 6	29	BREST
1871	1	2	S	1311	F	18	36	40	0	48N 7	1W40	35	RENNES
1871	1	4	S	497	F	18	2	8	0	47N28	0W32	49	VERNOILLE-FOURR
1871	1	7	S	2151	G	4	30	0	-1	51N30	7E30	NRH-W	HENNEF/SIEG
1871	1	7	S	2587	F	3	49	44	0	44N21	2E34	12	ST AFFRIQUE
1871	1	20	S	1365	I	10	40	4	-1	43N42	11E30	FI	EMPOLI
1871	2	4	S	2231	G	6	30	0	-1	51N30	7E30	NRH-W	OVERATH BZ KOLN
1871	2	11	S	435	F	4	57	36	0	44N50	0W34	33	BORDEAUX
1871	2	16	S	1985	G	0	53	8	-1	48N45	9E13	WURTT	NEUENBURG
1871	2	27	S	131	F	22	50	28	0	47N 5	2E23	18	BASSAC
1871	2	27	S	2815	F	0	52	24	0	47N54	1E54	45	ORLEANS
1871	3	5	S	545	F	7	50	40	0	48N50	2E20	75	PARIS
1871	3	13	S	2664	F	7	30	36	-1	48N 5	7E21	68	STE MARIE AUX M
1871	3	16	S	639	F	15	29	0	-1	48N35	7E45	67	STRASBOURG
1871	3	30	S	1163	F	18	17	40	0	45N47	3E 5	63	PASLIERES
1871	4	10	S	3510	B	0	38	0	0	50N47	5E30	LIM	MAESEYCK
1871	4	24	S	2735	F	21	31	40	0	49N26	2E 5	60	COMPIEGNE
1871	4	27	S	2186	G	15	54	0	-1	48N30	9E 0	BADWU	EICHSTETTEN KR
1871	5	6	S	2718	F	23	4	20	0	49N 7	1W 5	50	CHERBOURG
1871	5	11	S	920	F	15	42	28	0	45N26	4E23	42	ST-GERMAIN-LAVA
1871	5	15	S	1774	G	7	54	40	-1	53N 5	8E50	BREM	BREMEN
1871	5	25	S	1266	F	7	51	40	0	48N 7	1W40	35	ST-MALO
1871	6	16	S	978	F	10	39	8	0	46N12	5E13	01	NANTUA
1871	6	21	S	1181	F	17	39	20	0	48N46	5E10	55	DOMPIERRE-LES-B
1871	6	23	S	3017	I	14	10	4	-1	46N12	12E 0	BL	TAIBON
1871	6	28	S	3347	G	5	24	40	-1	53N 5	8E50	BREM	BREMEN
1871	7	8	S	1479	I	3	10	4	-1	45N30	11E 0	BS	LENO
1871	7	10	S	1230	F	21	35	0	0	44N 6	6E15	04	LAMBRUISSE
1871	7	22	S	2259	G	10	20	0	-1	52N 0	10E 0	NIED-SA	VILSEN HANNOVER
1871	7	23	S	2329	B	6	45	0	0	51N 5	3E45	OVL	RENAIX
1871	7	28	S	3559	B	17	15	0	0	51N 5	3E45	OVL	GAND
1871	7	29	S	2192	G	4	50	0	-1	52N 0	10E 0	NIED-SA	STADE HANNOVER
1871	9	1	S	1420	I	5	10	4	-1	42N42	11E30	GR	SCANSANO
1871	9	15	S	2611	F	12	44	28	0	43N37	3E53	34	MONTAGNAC
1871	9	19	S	200	F	13	55	40	0	49N26	1E 5	76	ST-MARTIN-LE-GA
1871	9	19	S	486	F	12	34	8	0	43N32	6E28	83	OLLIOULES
1871	9	26	S	752	F	11	50	40	0	48N50	2E20	75	PARIS
1871	10	17	S	3332	G	3	20	0	-1	52N 0	10E 0	NIED-SA	MUHLE HOLLENSTA
1871	10	19	S	3146	I	9	40	4	-1	45N 0	8E 0	TO	TORINO
1871	11	2	S	1445	I	21	10	4	-1	41N18	15E 0	BN	SAN GIORGIO LA
1871	11	9	S	826	F	13	52	56	0	45N16	1E46	19	BRIVE
1871	11	10	S	178	F	11	40	40	0	45N46	4E50	69	LYON
1871	11	10	S	906	F	0	50	28	0	47N 5	2E23	18	BOURGES
1871	11	11	S	1434	I	23	40	4	-1	37N30	15E 0	CT	MOTTA SAN ANAST
1871	11	25	S	3016	I	3	10	4	-1	40N30	15E45	PZ	SENISE
1871	11	26	S	309	F	15	40	40	0	45N46	4E50	69	LYON
1871	12	5	S	983	F	19	44	28	0	45N 3	3E53	43	LE PUY
1871	12	8	S	3015	I	16	40	4	-1	43N42	11E30	FI	FIRENZE
1871	12	18	S	163	F	0	50	40	0	48N50	2E20	75	PARIS
1871	12	19	S	319	F	9	44	28	0	43N37	3E53	34	MONTPELLIER
1871	12	28	S	538	F	10	50	40	0	48N50	2E20	75	PARIS
1871	12	28	S	2162	G	18	32	0	-1	50N 0	7E 0	RHLDPF	BIBLIS B WORMS
1871	12	29	S	623	F	19	35	16	-1	49N 7	6E11	57	BERTRANGE
1871	12	30	S	3358	G	1	23	8	-1	48N45	9E13	WURTT	SCHWABISCH HALL
1872	1	1	S	32	F	8	50	40	0	48N50	2E20	75	PARIS 11E
1872	1	12	S	1260	F	8	44	28	0	43N37	3E53	34	MONTPELLIER
1872	1	12	S	1504	I	3	10	4	-1	44N 0	10E30	MS	CARRARA
1872	1	14	S	1498	I	18	40	4	-1	45N36	9E45	BG	CALCIO
1872	1	20	S	2858	F	7	6	20	0	47N13	1W35	44	NANTES
1872	1	21	S	311	F	10	55	40	0	49N26	1E 5	76	FECAMP
1872	1	21	S	1815	G	15	32	0	-1	50N 0	7E 0	RHLDPF	DUREN
1872	1	23	S	2762	F	20	50	40	0	48N50	2E20	75	PARIS 18E
1872	2	5	S	2635	F	3	39	8	0	46N12	5E13	01	BOURG-EN-BRESSE
1872	2	19	S	3361	G	17	53	8	-1	48N45	9E13	WURTT	KIRCHHEIM U TEC
1872	2	25	S	1469	I	20	10	4	-1	46N12	10E 0	SO	SONDRIO
1872	3	3	S	1564	I	4	10	4	-1	44N 0	13E 0	PS	MACERATA FELTRI
1872	3	22	S	1740	G	4	30	0	-1	51N30	7E30	NRH-W	MUNCHEN GLADBACH
1872	3	24	S	1410	I	17	10	4	-1	38N 6	15E30	RC	REGGIO CALABRIA
1872	3	24	S	1606	I	21	55	4	-1	45N48	9E 0	VA	VARESE
1872	3	29	S	3570	B	12	43	0	0	50N51	4E15	BRA	BRUXELLES
1872	4	1	S	2601	F	0	48	56	0	50N18	2E46	62	COURRIERES
1872	4	4	S	1601	I	7	10	4	-1	45N12	9E 0	PV	CASTEGGIO
1872	4	6	S	138	F	1	51	28	0	43N55	2E 8	81	GAILLAC
1872	4	12	S	2913	F	18	50	40	0	48N50	2E20	75	PARIS 11E
1872	4	18	S	2087	G	7	32	0	-1	49N20	7E 0	SAARL	SAARLOUIS
1872	4	24	S	696	F	6	50	48	0	49N54	2E18	80	AMIENS
1872	4	25	S	3009	I	13	10	4	-1	43N42	10E30	PI	PISA
1872	5	19	S	63	F	4	50	40	0	48N50	2E20	75	PARIS 2E
1872	5	23	S	3115	I	0	10	4	-1	45N12	9E 0	PV	PAVIA
1872	5	24	S	2159	G	11	44	0	-1	49N 0	11E30	BAYN	PLAFFENHOFEN A
1872	6	3	S	846	F	1	59	40	0	48N26	0E 5	61	LA COULONCHE
1872	6	7	S	3593	N	21	42	8	0	52N 5	4E28	ZH	SCHOONHOVEN
1872	6	17	S	669	F	22	54	16	0	43N37	1E26	31	CORRONSAC
1872	6	21	S	1699	G	11	44	0	-1	49N 0	11E30	BAYN	ANSBACH
1872	6	22	S	2229	G	21	32	0	-1	50N 0	7E 0	RHLDPF	SPEYER A RH
1872	6	23	S	1259	F	2	38	32	0	43N18	5E22	13	MARSEILLE
1872	6	24	S	2367	B	1	43	0	0	50N51	4E15	BRA	PECROT BOSSUT
1872	6	26	S	105	F	4	20	40	0	48N50	2E20	75	PARIS 8E
1872	6	29	S	1334	I	19	10	4	-1	39N18	16E30	CS	ROVITO
1872	7	4	S	1461	I	14	10	4	-1	44N54	8E30	AT	MONCALVO
1872	7	8	S	2547	N	12	42	8	0	52N 5	4E28	ZH	NIEUWETONGE
1872	7	11	S	3082	I	20	10	4	-1	45N30	12E30	VE	VENEZIA
1872	7	20	S	389	F	8	47	40	0	50N39	3E 5	59	AVESNES
1872	8	2	S	615	F	18	51	16	0	48N50	2E11	92	ST-CLOUD
1872	8	2	S	1603	I	3	25	4	-1	44N 0	11E15	PT	PISTOIA
1872	8	6	S	1422	I	11	40	4	-1	46N 0	13E30	UD	PALMANOVA
1872	8	11	S	1698	G	0	32	0	-1	50N 0	7E 0	RHLDPF	ZWEIBRUCKEN
1872	8	13	S	2268	G	3	24	0	-1	48N30	9E 0	BADWU	KARLSRUHE
1872	8	19	S	3447	B	0	43	0	0	50N51	4E15	BRA	SCHAERBEEK
1872	8	26	S	1525	I	16	10	4	-1	44N36	10E45	RE	REGGIO EMILIA
1872	8	27	S	124	F	21	49	20	0	48N33	2E40	77	NEMOURS
1872	8	31	S	1278	F	2	2	40	0	45N47	3E 5	63	CLERMONT FERRAND
1872	9	6	S	1378	I	8	10	4	-1	44N24	12E15	RA	LUGO
1872	9	7	S	1228	F	5	25	0	0	41N55	8E45	20	SARTENE
1872	9	11	S	821	F	22	49	44	0	44N21	2E34	12	DECAZEVILLE
1872	9	18	S	1252	F	5	29	0	-1	48N35	7E45	67	STRASBOURG
1872	9	19	S	1824	G	14	44	0	-1	49N 0	11E30	BAYN	ANSBACH
1872	9	22	S	2167	G	20	24	40	-1	53N 5	8E50	BREM	BREMEN
1872	9	29	S	3065	I	23	10	4	-1	37N 0	15E30	SR	SIRACUSA
1872	10	4	S	279	F	14	1	28	0	43N18	0W22	64	BIARRITZ
1872	10	17	S	1287	F	9	47	40	0	50N39	3E 5	59	PECQUENCOURT
1872	10	28	S	2843	F	4	44	28	0	43N37	3E53	34	MONTPELLIER
1872	11	3	S	1500	I	1	10	4	-1	45N48	9E 0	VA	SESTO-CALENDE
1872	11	10	S	216	F	15	21	40	0	49N26	2E 5	60	BEAUVAIS
1872	11	10	S	1357	I	18	10	4	-1	46N 0	12E 0	TN	FONDO
1872	11	11	S	404	F	21	45	40	0	47N48	3E35	89	ST-FLORENTIN
1872	11	26	S	2798	F	20	39	52	0	47N19	5E 2	21	AUXONNE
1872	12	4	S	1154	F	2	40	40	0	43N57	4E50	84	CAUMONT
1872	12	16	S	433	F	22	50	0	0	48N55	2E30	93	ST-DENIS
1872	12	22	S	323	F	21	58	40	0	46N35	0E20	86	POITIERS
1873	1	5	S	1297	F	19	52	56	0	45N16	1E46	19	BRIVE
1873	1	17	S	895	F	15	50	28	0	47N 5	2E23	18	GRACAY
1873	1	22	S	2738	F	10	45	40	0	47N48	3E35	89	STE COLUMBES S/
1873	1	24	S	1251	F	22	35	16	-1	49N 7	6E11	57	SARREGUEMINES
1873	2	3	S	584	F	20	50	40	0	48N50	2E20	75	PARIS
1873	2	12	S	225	F	11	50	40	0	48N50	2E20	75	PARIS
1873	2	14	S	1881	G	20	30	0	-1	51N30	7E30	NRH-W	RUNDEROTH
1873	2	16	S	1909	G	2	53	0	-1	50N30	9E15	HESS	AROLSEN KR WALD
1873	2	23	S	2249	G	11	24	0	-1	48N30	9E 0	BADWU	BAD MERGENTHEIM
1873	2	27	S	3554	B	5	42	0	0	50N23	4E30	HAI	PATURAGES
1873	3	3	S	858	F	18	37	48	0	46N40	5E33	39	LARNAUD
1873	3	5	S	3331	G	9	30	0	-1	51N30	7E30	NRH-W	WUPPERTAL ELBER
1873	3	14	S	1205	F	1	38	32	0	43N18	5E22	13	PENNES-MIRABEAU
1873	3	27	S	865	F	8	40	24	0	44N56	4E54	26	MONTELIMAR
1873	3	29	S	3059	I	9	10	4	-1	45N24	12E15	PD	PADOVA
1873	4	1	S	2809	F	3	53	16	0	46N49	1E41	36	CHABRIS
1873	4	3	S	3571	N	2	38	44	0	51N42	5E19	NB	OISTERWIJK
1873	4	16	S	1687	G	22	30	0	-1	51N50	7E30	WESTF	SPROCKHOVEL
1873	4	29	S	974	F	13	6	40	0	48N 7	1W40	35	RENNES
1873	5	3	S	1778	G	11	53	0	-1	50N30	9E15	HESS	FRANKFURT A M
1873	5	13	S	342	F	19	55	16	0	49N 1	1E11	27	EVREUX
1873	5	17	S	1902	G	23	59	0	-1	49N 0	11E30	BAYN	ANSBACH
1873	5	18	S	1149	F	10	2	8	0	47N28	0W32	49	SAUMUR
1873	5	19	S	2838	F	0	57	36	0	44N50	0W34	33	BORDEAUX
1873	5	21	S	863	F	2	54	40	0	44N 1	1E20	82	TOUFFAILLES
1873	5	27	S	1786	G	1	35	40	-1	50N47	6E 5	RHEIN	NIEDER BREISIG
1873	6	1	S	1218	F	9	34	20	0	49N 7	1W 5	50	HAMBYE
1873	6	3	S	1991	G	10	23	0	-1	50N30	9E15	HESS	FRANKFURT A M
1873	6	7	S	1942	G	7	0	0	-1	51N30	7E30	NRH-W	KOLN
1873	6	7	S	2253	G	13	32	0	-1	50N 0	7E 0	RHLDPF	EDENKOBEN
1873	6	8	S	779	F	1	1	28	0	43N18	0W22	64	BAYONNE
1873	6	20	S	476	F	2	35	12	0	48N42	6E12	54	LOREY
1873	6	23	S	2622	F	12	59	40	0	48N26	0E 5	61	DOMFRONT
1873	6	28	S	130	F	22	40	40	0	45N46	4E50	69	STE-FOY-LES-LYO
1873	7	2	S	1853	G	8	47	0	-1	50N 0	7E 0	RHLDPF	MAINZ
1873	7	6	S	1345	I	23	40	4	-1	45N30	9E 0	NO	ARONA
1873	7	10	S	1358	I	9	10	4	-1	44N36	11E15	MO	MODENA
1873	7	11	S	2722	F	19	6	20	0	47N13	1W35	44	ST NAZAIRE
1873	7	12	S	1613	I	15	40	4	-1	43N42	11E30	FI	FIRENZE
1873	7	18	S	72	F	14	54	16	0	44N27	1E26	46	MONTBRUN
1873	7	26	S	2422	B	17	47	0	0	51N13	3E15	WVL	YPRES
1873	8	7	S	3641	N	11	42	8	0	52N 5	4E28	ZH	S GRAVENHAGE
1873	8	11	S	2842	F	1	36	20	0	45N34	5E55	73	CHAMBERY
1873	8	21	S	1738	G	23	2	0	-1	50N 0	7E 0	RHLDPF	BAD KREUZNACH
1873	8	23	S	2532	N	22	35	40	0	52N31	6E 5	O	KAMPEN
1873	8	23	S	3173	I	19	10	4	-1	45N36	12E45	TV	CRESPANO DEL GR
1873	8	25	S	2974	I	11	55	4	-1	44N48	10E45	PR	PARMA
1873	9	1	S	3439	B	0	38	0	0	50N39	5E30	LIE	MONTEGNEE
1873	9	2	S	181	F	10	9	8	0	46N12	5E13	01	BOURG-EN-BRESSE
1873	9	2	S	995	F	5	37	8	0	45N11	5E43	38	VIENNE
1873	9	3	S	2370	B	1	43	0	0	50N51	4E15	BRA	BRUXELLES
1873	9	19	S	533	F	2	50	40	0	48N50	2E20	75	PARIS
1873	9	21	S	10	F	10	35	12	0	48N42	6E12	54	NANCY
